ID,Word,Description,Has Video
W02145,máy ảnh,Dụng cụ dùng để chụp ảnh.,true
W02146,máy bơm,"Máy chạy bằng động cơ (thường là động cơ điện), dùng để bơm nước hoặc chất lỏng từ nơi này đến nơi khác.",true
W02147,máy chiếu,Máy chiếu hình (nói tắt).,true
W02148B,máy in,"Máy dùng để in các văn bản, tài liệu, hình ảnh ra giấy.",false
W02149,máy khâu,"Máy dùng để may đồ bằng vải, da.",true
W02150,máy quay,"Máy dùng để thu hình ảnh chuyển động và âm thanh, có thể xem lại trên màn ảnh, màn hình nói chung.",true
W02151,máy tính,"Máy tính cá nhân được thiết kế riêng theo dạng nhỏ gọn để mang đi theo người, có thể hoạt động trong một khoảng thời gian nhất định nhờ một pin điện mà không cần nguồn điện lưới, phân biệt với máy tính để bàn.",true
W02152,máy tính bỏ túi,,true
W02155,mắc áo,"Vật dùng để treo áo, mũ.",true
W02156,mặc,Khoác quần áo vào để che thân mình.,true
W02159,mặc kệ,"Không để ý đến, coi như chẳng ảnh hưởng đến việc mình làm.",false
W02160,mặc quần áo,,true
W02161,mắm,Thức ăn làm bằng tôm cá sống ướp muối và để lâu ngày cho ngấu.,true
W02162,măng,"Mầm tre, vầu, v.v. mới mọc từ gốc lên, có thể dùng làm rau ăn.",true
W02164B,mắng,"Dùng những lời nói nặng, to tiếng để nêu ra lỗi của người dưới.",false
W02166,mặt,"Phần phía trước, từ trán đến cằm của người, hay phần phía trước của đầu con thú, nơi có các bộ phận như mắt, mũi, mồm.",false
W02171,mặt đất,"Bề mặt của đất, trên đó người và các loài sinh vật đi lại, sinh sống.",true
W02172,mặt vuông,,false
W02173,mặt nạ,"Mặt giả, đeo để giấu mặt thật.",true
W02175,mặt dài,,false
W02177,mâm cơm,,true
W02178B,mâm ngũ quả,,false
W02180,mầm cây,,true
W02181,mầm non,"Bậc đầu tiên trong hệ thống giáo dục, thực hiện việc nuôi dưỡng, chăm sóc, giáo dục trẻ dưới sáu tuổi (tuổi bắt đầu vào học lớp một).",true
W02182,mất ngủ,"Ở trạng thái không sao ngủ được, thường do thần kinh bị căng thẳng quá hoặc do bị bệnh.",true
W02183,mất trí,"Mất hết khả năng hoạt động trí óc, khả năng nhận thức; điên (lối nói kiêng tránh).",false
W02187B,mật khẩu,Lời hỏi hoặc đáp ngắn gọn đã được quy ước làm mật hiệu để những người trong cùng một tổ chức nhận ra nhau.,false
W02189,mật ong,"Chất lỏng, sánh, màu vàng óng, vị ngọt sắc, do ong hút mật làm ra, thường dùng để ăn hoặc làm thuốc.",true
W02191,mẫu số,"Số viết dưới vạch ngang của phân số, chỉ đơn vị được chia ra bao nhiêu phần bằng nhau; phân biệt với tử số.",true
W02193,mẫu số chung,Bội số chung của các mẫu số của các phân số đã cho.,true
W02195,mây,"Đám hạt nước hoặc hạt băng nhỏ li ti do hơi nước trong khí quyển ngưng lại, lơ lửng trên bầu trời.",true
W02197,mét,Đơn vị cơ bản đo độ dài.,false
W02198,mét khối,"Đơn vị đo thể tích, bằng thể tích của một khối lập phương có cạnh là 1 mét.",false
W02199,mét vuông,"Đơn vị đo diện tích, bằng diện tích của một hình vuông có cạnh là 1 mét.",false
W02202,mê say,"Ham thích đặc biệt và bị cuốn hút liên tục vào công việc nào đó, đến mức như không còn thiết gì khác nữa.",false
W02203,mê tín,"Tin một cách mù quáng vào thần thánh, ma quỷ, số mệnh, và những điều huyễn hoặc.",false
W02204,mềm mại,Mềm và gợi cảm giác dễ chịu khi sờ đến.,false
W02205,mênh mông,"Rất rộng lớn, đến mức như không có giới hạn.",false
W02208,mi-li-mét,,false
W02209,mĩ thuật,"Ngành nghệ thuật nghiên cứu các quy luật và phương pháp để thể hiện cái đẹp bằng đường nét, màu sắc, hình khối.",false
W02211,miền Bắc Việt Nam,,false
W02212,miền Nam Việt Nam,,false
W02214,miêu tả,"Dùng một phương tiện nào đó làm cho người khác có thể hình dung được cụ thể sự vật, sự việc hoặc thế giới nội tâm của con người.",false
W02215,minh hoạ,"Làm rõ thêm, sinh động thêm nội dung muốn trình bày, bằng hình vẽ hoặc những hình thức dễ thấy, dễ hiểu.",false
W02217,khoan đã,,false
W02218,móc áo,,true
W02219,Mặt trời mọc,,true
W02220,mõm,Miệng có dáng nhô ra ở một số loài thú.,true
W02221B,muốn,"Cảm thấy có sự đòi hỏi, về tâm lí, tình cảm hay sinh lí, làm một việc gì hoặc có cái gì.",false
W02222,Mặt trời lặn,,true
W02223,móng chân,Phần rắn như sừng ở đầu ngón chân.,true
W02225,móng tay,Phần rắn như sừng ở đầu ngón tay.,true
W02226,móng vuốt,Móng nhọn và sắc của một số loài thú.,true
W02227,mô hình,"Vật cùng hình dạng nhưng được làm thu nhỏ lại nhiều lần, mô phỏng cấu tạo và hoạt động của một vật khác để tiện trình bày, nghiên cứu.",true
W02229,mồ côi,Bị mất cha và/hoặc mẹ khi còn bé dại.,false
W02230,mồ côi cha mẹ,Bị mất cha và mẹ khi còn bé dại.,false
W02231,mồ hôi,Chất nước bài tiết qua lỗ chân lông ở da.,true
W02234,mộc nhĩ,"Nấm giống hình cái tai, màu nâu đen, thường mọc ở thân cây gỗ mục, dùng làm thức ăn.",true
W02235,môi,Nếp cơ mềm làm thành cửa miệng.,true
W02236,môi trường,"Nơi xảy ra một hiện tượng hoặc diễn ra một quá trình, trong quan hệ với hiện tượng, quá trình ấy.",false
W02237,mỗi,"Từ chỉ một phần tử bất kì của một tập hợp cùng loại, được xét riêng lẻ, nhưng nhằm để qua đó nói chung cho mọi phần tử của tập hợp.",false
W02238,Âm nhạc,,false
W02239B,Đạo đức,,false
W02240B,Giáo dục công dân,,false
W02241,Giáo dục thể chất,,false
W02242,Khoa học,,false
W02243,Kĩ thuật,,false
W02244B,Lịch sử,,false
W02245,Mĩ thuật,,false
W02246,Ngoại ngữ,,false
W02247,Sinh học,,false
W02248,Tiếng Việt,,false
W02249,Tin học và Công nghệ,,false
W02250,Toán,,false
W02252,một cặp,,false
W02253,một đôi,,false
W02254,một mình,"Chỉ một cá nhân mình, không cùng với ai.",false
W02255,mơ ngủ,Ở trạng thái đang mơ trong giấc ngủ.,false
W02256,mơ ước,Mong muốn thiết tha điều tốt đẹp trong tương lai.,false
W02257,mở,"Làm cho hoặc ở trạng thái không còn bị đóng kín, bịt kín, mà trong ngoài, bên này bên kia thông được với nhau.",false
W02258,mở cửa,,true
W02259,mở đầu,"Bắt đầu một quá trình, một sự kiện diễn ra liên tiếp nào đó.",false
W02260,mở màn,(Buổi diễn trên sân khấu) bắt đầu.,false
W02261,mở rộng,"Làm cho có phạm vi, quy mô lớn hơn trước.",false
W02262,mớ rau,,true
W02263,mời,,false
W02265,mũ lưỡi trai,"Mũ làm bằng vải hoặc da, phía trước có lưỡi trai.",true
W02266,mua bán,Mua và bán (nói khái quát).,true
W02267,mua vé,,false
W02269,mùa đông,,true
W02270B,mùa hè,,false
W02271,mùa thu,,true
W02272B,mùa xuân,,false
W02273,múa rối,"Loại hình nghệ thuật sân khấu biểu diễn bằng cách điều khiển các hình mẫu giống như người, vật.",true
W02275,mũ,"Đồ dùng để đội trên đầu, úp chụp sát tóc, để che mưa, nắng, v.v.",true
W02276,múa,"Làm những động tác mềm mại, nhịp nhàng nối tiếp nhau để biểu hiện tư tưởng, tình cảm hoặc để rèn luyện thân thể.",true
W02277,múa lân,,true
W02278,múa sạp,,true
W02279,mục lục,"Bản ghi các đề mục với số trang tương ứng, theo trình tự trình bày trong sách, tạp chí (để ở đầu hoặc cuối sách, tạp chí).",false
W02280,mui xe,,false
W02281,muộn,Sau thời điểm quy định hay sau thời điểm thường lệ tương đối lâu.,true
W02282,mưa phùn,"Mưa nhỏ nhưng dày hạt, có thể kéo dài nhiều ngày, thường có ở miền Bắc Việt Nam vào khoảng cuối mùa đông, đầu mùa xuân.",true
W02283,mứt,,true
W02289,nạn nhân,Người phải chịu hậu quả của một tai hoạ xã hội hay một chế độ bất công.,true
W02290,"náo động, náo nhiệt","Xôn xao, ồn ào khắp cả lên.",false
W02291,náo nức,"Hăm hở, phấn khởi.",true
W02292B,nạp điện,,false
W02294,năm ngoái,"Năm vừa qua, liền trước năm hiện tại.",false
W02295,nằm,"Ngả thân mình trên một vật nào đó, thường để nghỉ.",false
W02296,nắn nót,"Làm cẩn thận từng li, từng tí cho đẹp, cho chỉnh.",false
W02297,năng khiếu,Tổng thể nói chung những phẩm chất sẵn có giúp con người có thể hoàn thành tốt một loại hoạt động ngay khi chưa được học tập và rèn luyện trong hoạt động đó.,false
W02298,năng lực,"Khả năng, điều kiện chủ quan hoặc tự nhiên sẵn có để thực hiện một hoạt động nào đó.",false
W02300,nặn,Tạo nên vật có hình khối bằng cách dùng lực bàn tay làm biến đổi hình dạng của vật liệu mềm dẻo.,true
W02301,nặng hơn,,true
W02302,nắp,"Bộ phần của một vật, dùng để đậy vật ấy.",true
W02303,nấm,"Thực vật bậc thấp không có diệp lục, sống trên chất hữu cơ mục nát hoặc kí sinh trên các sinh vật, một số loài ăn được.",true
W02305,nén,,false
W02311,nét mặt,,false
W02321,nếm,Ăn hay uống một chút để biết vị của đồ ăn thức uống.,true
W02322,nền nhà,,true
W02323,nến,"Vật để thắp sáng, hình trụ, làm bằng sáp, ở giữa có bấc.",true
W02324,ngà voi,"Răng nanh hàm trên của voi, mọc chìa dài ra ngoài hai bên miệng.",true
W02325,ngã ba,,true
W02327B,ngày khai trường,,false
W02329B,ngày tháng,"Ngày và tháng (nói khái quát), dùng để chỉ thời gian.",false
W02330,ngã,"Chuyển đột ngột xuống vị trí thân sát trên mặt nền do bị mất thăng bằng, ngoài ý muốn.",true
W02332,ngạc nhiên,"Rất lấy làm lạ, cảm thấy là hoàn toàn bất ngờ đối với mình.",true
W02333,ngành nghề,Nghề nghiệp chuyên môn (nói khái quát).,false
W02334,ngày đêm,"Ngày cũng như đêm; liên tục, không ngừng.",false
W02336B,ngày nay,Thời bây giờ.,false
W02338B,ngày sinh,Ngày ra đời của một người.,false
W02339,ngày xưa,"Thời đã qua, cách thời nay rất lâu.",true
W02340,ngăn cản,"Giữ lại, không cho tiếp tục hoạt động, phát triển (nói khái quát).",true
W02342,ngăn chặn,"Chặn lại ngay từ đầu, không để cho gây tác hại.",true
W02343,ngắn,"Có chiều dài dưới mức bình thường, hoặc không bằng so với những vật khác.",true
W02344,ngắn nhất,,true
W02345B,ngắt hoa,,false
W02346,ngâm hạt,,true
W02348,ngân hàng,"Tổ chức kinh tế hoạt động trong lĩnh vực kinh doanh và quản lí các nghiệp vụ về tiền tệ, tín dụng.",true
W02349,ngẩng đầu,,true
W02350,ngập lụt,Ngập do lũ lụt (nói khái quát).,true
W02352,ngây thơ,"Không hiểu biết hoặc rất ít hiểu biết về đời, do còn non trẻ, ít kinh nghiệm.",true
W02353,nghe,"Cảm nhận, nhận biết bằng cơ quan thính giác.",true
W02354B,nghé,Trâu con.,false
W02355,nghẹn ngào,"Ở trạng thái nghẹn lời, không nói được vì quá xúc động.",false
W02356,nghệ sĩ,Người chuyên hoạt động (sáng tác hoặc biểu diễn) trong một bộ môn nghệ thuật.,true
W02357B,nghệ thuật,"Hình thái ý thức xã hội đặc biệt, dùng hình tượng sinh động, cụ thể và gợi cảm để phản ánh hiện thực và truyền đạt tư tưởng, tình cảm.",false
W02359B,nghi ngờ,"Nghi, không tin (nói khái quát).",false
W02360B,nghỉ hè,"Nghỉ vào mùa hè, trong một thời gian nhất định, sau khi kết thúc một năm học.",false
W02361B,nghỉ học,,false
W02362,nghỉ hưu,,true
W02363,nghỉ mát,,true
W02364,nghỉ ngơi,Nghỉ để hồi phục sức khoẻ (nói khái quát).,true
W02366,nghĩa đen,"Một từ, một câu bao giờ cũng thể hiện ra ngoài nghĩa ban đầu, nghĩa chính thì ta gọi đó là nghĩa gốc hay nghĩa đen của từ đó, câu đó.",false
W02367,nghiên cứu,"Xem xét, tìm hiểu kĩ để nắm vững vấn đề, giải quyết vấn đề hay để rút ra những hiểu biết mới.",true
W02368,nghĩ,"Vận dụng trí tuệ vào những gì đã nhận biết được, rút ra nhận thức mới để có ý kiến, sự phán đoán, thái độ.",true
